BatchId,AccountId,SubscriptionId,CustomerId,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,Date,Hour,Day,Month,MargeBrute,TauxRentabilité
BatchId_31692,AccountId_4841,SubscriptionId_3829,CustomerId_2939,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,9,14,2,-10000.0,-2.0
BatchId_25086,AccountId_4840,SubscriptionId_3829,CustomerId_905,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,9,14,2,-100.0,-2.0
BatchId_96360,AccountId_4841,SubscriptionId_3829,CustomerId_3635,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,9,14,2,-10000.0,-2.0
BatchId_25985,AccountId_3362,SubscriptionId_2261,CustomerId_3795,ProviderId_5,ProductId_4,airtime,ChannelId_3,5000.0,5000,4,2019-02-14,9,14,2,0.0,0.0
BatchId_117190,AccountId_4841,SubscriptionId_3829,CustomerId_699,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,9,14,2,-10000.0,-2.0
BatchId_13385,AccountId_4840,SubscriptionId_3829,CustomerId_3795,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250.0,250,2,2019-02-14,9,14,2,-500.0,-2.0
BatchId_49870,AccountId_4841,SubscriptionId_3829,CustomerId_3233,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,9,14,2,-10000.0,-2.0
BatchId_16539,AccountId_4584,SubscriptionId_4030,CustomerId_5048,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,9,14,2,0.0,0.0
BatchId_86725,AccountId_4841,SubscriptionId_3829,CustomerId_699,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,9,14,2,-10000.0,-2.0
BatchId_8115,AccountId_4840,SubscriptionId_3829,CustomerId_5048,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_1641,AccountId_4841,SubscriptionId_3829,CustomerId_2417,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_110223,AccountId_4841,SubscriptionId_3829,CustomerId_3600,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_91770,AccountId_4841,SubscriptionId_3829,CustomerId_699,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_81636,AccountId_4841,SubscriptionId_3829,CustomerId_3635,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_41141,AccountId_3937,SubscriptionId_2161,CustomerId_4384,ProviderId_5,ProductId_10,airtime,ChannelId_3,1000.0,1000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_133165,AccountId_4840,SubscriptionId_3829,CustomerId_4384,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20.0,20,2,2019-02-14,10,14,2,-40.0,-2.0
BatchId_117396,AccountId_1299,SubscriptionId_3740,CustomerId_1661,ProviderId_1,ProductId_15,financial_services,ChannelId_3,11000.0,11000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_122518,AccountId_192,SubscriptionId_433,CustomerId_515,ProviderId_6,ProductId_19,tv,ChannelId_3,900.0,900,2,2019-02-14,10,14,2,0.0,0.0
BatchId_16143,AccountId_869,SubscriptionId_4337,CustomerId_1218,ProviderId_3,ProductId_3,airtime,ChannelId_3,5000.0,5000,1,2019-02-14,10,14,2,0.0,0.0
BatchId_61427,AccountId_4352,SubscriptionId_2937,CustomerId_4809,ProviderId_6,ProductId_3,airtime,ChannelId_3,3000.0,3000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_39317,AccountId_4841,SubscriptionId_3829,CustomerId_5260,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_134125,AccountId_4841,SubscriptionId_3829,CustomerId_4371,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_83174,AccountId_4568,SubscriptionId_1976,CustomerId_5032,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_24804,AccountId_3366,SubscriptionId_3181,CustomerId_3799,ProviderId_6,ProductId_10,airtime,ChannelId_3,2000.0,2000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_56612,AccountId_4841,SubscriptionId_3829,CustomerId_529,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_64528,AccountId_4840,SubscriptionId_3829,CustomerId_3799,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40.0,40,2,2019-02-14,10,14,2,-80.0,-2.0
BatchId_38813,AccountId_4840,SubscriptionId_3829,CustomerId_5032,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_127546,AccountId_10,SubscriptionId_4346,CustomerId_3595,ProviderId_4,ProductId_21,utility_bill,ChannelId_5,-2000.0,2660,2,2019-02-14,10,14,2,-4660.0,-1.7518796992481203
BatchId_96814,AccountId_4326,SubscriptionId_2193,CustomerId_4782,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_113423,AccountId_4841,SubscriptionId_3829,CustomerId_5265,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_55481,AccountId_4722,SubscriptionId_2394,CustomerId_5189,ProviderId_5,ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_94256,AccountId_4841,SubscriptionId_3829,CustomerId_3163,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_129314,AccountId_4841,SubscriptionId_3829,CustomerId_5150,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_50898,AccountId_4722,SubscriptionId_2394,CustomerId_5189,ProviderId_5,ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_117057,AccountId_1726,SubscriptionId_3565,CustomerId_2111,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000.0,10000,1,2019-02-14,10,14,2,0.0,0.0
BatchId_112114,AccountId_4254,SubscriptionId_3690,CustomerId_4707,ProviderId_5,ProductId_10,airtime,ChannelId_3,1000.0,1000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_2751,AccountId_4841,SubscriptionId_3829,CustomerId_4515,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_88727,AccountId_4840,SubscriptionId_3829,CustomerId_4707,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20.0,20,2,2019-02-14,10,14,2,-40.0,-2.0
BatchId_106273,AccountId_4840,SubscriptionId_3829,CustomerId_4707,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000.0,1000,2,2019-02-14,10,14,2,-2000.0,-2.0
BatchId_101560,AccountId_1115,SubscriptionId_4264,CustomerId_1472,ProviderId_3,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_2022,AccountId_4360,SubscriptionId_3081,CustomerId_4817,ProviderId_1,ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2,2019-02-14,10,14,2,-1200.0,-0.10714285714285714
BatchId_64684,AccountId_2083,SubscriptionId_2836,CustomerId_2488,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000.0,10000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_71176,AccountId_4840,SubscriptionId_3829,CustomerId_2488,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_104047,AccountId_4840,SubscriptionId_3829,CustomerId_2488,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000.0,1000,2,2019-02-14,10,14,2,-2000.0,-2.0
BatchId_71477,AccountId_4840,SubscriptionId_3829,CustomerId_2111,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-500.0,500,2,2019-02-14,10,14,2,-1000.0,-2.0
BatchId_113806,AccountId_4841,SubscriptionId_3829,CustomerId_4371,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_25645,AccountId_751,SubscriptionId_919,CustomerId_1096,ProviderId_6,ProductId_3,airtime,ChannelId_3,500.0,500,2,2019-02-14,10,14,2,0.0,0.0
BatchId_74068,AccountId_4840,SubscriptionId_3829,CustomerId_1096,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25.0,25,2,2019-02-14,10,14,2,-50.0,-2.0
BatchId_2572,AccountId_1115,SubscriptionId_4264,CustomerId_1472,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000.0,10000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_120435,AccountId_4840,SubscriptionId_3829,CustomerId_1472,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_84370,AccountId_4405,SubscriptionId_1707,CustomerId_4862,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_77617,AccountId_2083,SubscriptionId_2836,CustomerId_2488,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2,2019-02-14,10,14,2,-1200.0,-0.10714285714285714
BatchId_54499,AccountId_2538,SubscriptionId_4365,CustomerId_2954,ProviderId_3,ProductId_15,financial_services,ChannelId_3,350000.0,350000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_130795,AccountId_4840,SubscriptionId_3829,CustomerId_2488,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-644.0,644,2,2019-02-14,10,14,2,-1288.0,-2.0
BatchId_109928,AccountId_4841,SubscriptionId_3829,CustomerId_4252,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_54555,AccountId_2538,SubscriptionId_4365,CustomerId_2954,ProviderId_3,ProductId_15,financial_services,ChannelId_3,500000.0,500000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_9360,AccountId_4841,SubscriptionId_3829,CustomerId_3676,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_77816,AccountId_4841,SubscriptionId_3829,CustomerId_4710,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_20106,AccountId_4254,SubscriptionId_3690,CustomerId_4707,ProviderId_5,ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_108032,AccountId_3185,SubscriptionId_2267,CustomerId_3613,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_118465,AccountId_3432,SubscriptionId_841,CustomerId_3867,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,20000.0,21800,2,2019-02-14,10,14,2,-1800.0,-0.08256880733944955
BatchId_68815,AccountId_4840,SubscriptionId_3829,CustomerId_3867,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1005.0,1005,2,2019-02-14,10,14,2,-2010.0,-2.0
BatchId_80575,AccountId_4840,SubscriptionId_3829,CustomerId_3613,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_23659,AccountId_4841,SubscriptionId_3829,CustomerId_4707,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_12370,AccountId_2430,SubscriptionId_3946,CustomerId_2845,ProviderId_6,ProductId_10,airtime,ChannelId_3,15000.0,15000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_92643,AccountId_4722,SubscriptionId_2394,CustomerId_5189,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,20000.0,21800,2,2019-02-14,10,14,2,-1800.0,-0.08256880733944955
BatchId_123424,AccountId_4841,SubscriptionId_3829,CustomerId_5189,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_42818,AccountId_4254,SubscriptionId_3690,CustomerId_4707,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,20000.0,21800,2,2019-02-14,10,14,2,-1800.0,-0.08256880733944955
BatchId_27076,AccountId_4703,SubscriptionId_1073,CustomerId_5171,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_62003,AccountId_4840,SubscriptionId_3829,CustomerId_4707,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-644.0,644,2,2019-02-14,10,14,2,-1288.0,-2.0
BatchId_119700,AccountId_4841,SubscriptionId_3829,CustomerId_1454,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_54100,AccountId_4840,SubscriptionId_3829,CustomerId_5171,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_115488,AccountId_4841,SubscriptionId_3829,CustomerId_4707,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_26513,AccountId_3442,SubscriptionId_653,CustomerId_3877,ProviderId_1,ProductId_15,financial_services,ChannelId_3,50000.0,50000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_117859,AccountId_4841,SubscriptionId_3829,CustomerId_682,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_81106,AccountId_4722,SubscriptionId_2394,CustomerId_5189,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,18000.0,19740,2,2019-02-14,10,14,2,-1740.0,-0.08814589665653495
BatchId_8690,AccountId_4841,SubscriptionId_3829,CustomerId_5272,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_18502,AccountId_4840,SubscriptionId_3829,CustomerId_5189,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-644.0,644,2,2019-02-14,10,14,2,-1288.0,-2.0
BatchId_20397,AccountId_4841,SubscriptionId_3829,CustomerId_5189,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_94939,AccountId_4757,SubscriptionId_3593,CustomerId_5226,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_16434,AccountId_4840,SubscriptionId_3829,CustomerId_5226,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_80048,AccountId_4841,SubscriptionId_3829,CustomerId_5292,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_2900,AccountId_4258,SubscriptionId_909,CustomerId_4711,ProviderId_5,ProductId_15,financial_services,ChannelId_3,12500.0,12500,2,2019-02-14,10,14,2,0.0,0.0
BatchId_58709,AccountId_4841,SubscriptionId_3829,CustomerId_5171,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_55748,AccountId_4841,SubscriptionId_3829,CustomerId_5292,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_107533,AccountId_855,SubscriptionId_3151,CustomerId_1202,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_87192,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_41732,AccountId_4840,SubscriptionId_3829,CustomerId_1202,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_5462,AccountId_630,SubscriptionId_4049,CustomerId_969,ProviderId_5,ProductId_15,financial_services,ChannelId_3,50000.0,50000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_113743,AccountId_4841,SubscriptionId_3829,CustomerId_5292,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_14836,AccountId_3569,SubscriptionId_2789,CustomerId_4007,ProviderId_6,ProductId_10,airtime,ChannelId_3,15000.0,15000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_83590,AccountId_4841,SubscriptionId_3829,CustomerId_1202,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_83083,AccountId_3714,SubscriptionId_252,CustomerId_4156,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_131637,AccountId_4840,SubscriptionId_3829,CustomerId_4156,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_85981,AccountId_4383,SubscriptionId_2283,CustomerId_4840,ProviderId_5,ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_70062,AccountId_4841,SubscriptionId_3829,CustomerId_3897,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_62916,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_46061,AccountId_4841,SubscriptionId_3829,CustomerId_4420,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_21076,AccountId_1692,SubscriptionId_4509,CustomerId_2075,ProviderId_5,ProductId_19,tv,ChannelId_3,26000.0,26000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_85047,AccountId_4840,SubscriptionId_3829,CustomerId_665,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_49433,AccountId_4840,SubscriptionId_3829,CustomerId_2075,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-520.0,520,2,2019-02-14,10,14,2,-1040.0,-2.0
BatchId_132842,AccountId_4841,SubscriptionId_3829,CustomerId_2075,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_54734,AccountId_4258,SubscriptionId_909,CustomerId_4711,ProviderId_6,ProductId_19,tv,ChannelId_3,12000.0,12000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_116729,AccountId_4840,SubscriptionId_3829,CustomerId_4711,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-240.0,240,2,2019-02-14,10,14,2,-480.0,-2.0
BatchId_115368,AccountId_4841,SubscriptionId_3829,CustomerId_1160,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_91387,AccountId_1689,SubscriptionId_4456,CustomerId_2072,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_110219,AccountId_4840,SubscriptionId_3829,CustomerId_2072,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_114825,AccountId_20,SubscriptionId_117,CustomerId_336,ProviderId_6,ProductId_3,airtime,ChannelId_3,5000.0,5000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_15182,AccountId_4841,SubscriptionId_3829,CustomerId_2072,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_26530,AccountId_1689,SubscriptionId_4456,CustomerId_2072,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_19245,AccountId_4840,SubscriptionId_3829,CustomerId_336,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250.0,250,2,2019-02-14,10,14,2,-500.0,-2.0
BatchId_52245,AccountId_4254,SubscriptionId_3690,CustomerId_4707,ProviderId_5,ProductId_15,financial_services,ChannelId_3,15000.0,15000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_96433,AccountId_2655,SubscriptionId_4094,CustomerId_3074,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_78922,AccountId_630,SubscriptionId_4049,CustomerId_969,ProviderId_6,ProductId_10,airtime,ChannelId_3,12000.0,12000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_94016,AccountId_4840,SubscriptionId_3829,CustomerId_3074,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_74961,AccountId_4840,SubscriptionId_3829,CustomerId_969,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-240.0,240,2,2019-02-14,10,14,2,-480.0,-2.0
BatchId_58793,AccountId_4202,SubscriptionId_483,CustomerId_4654,ProviderId_6,ProductId_10,airtime,ChannelId_3,700.0,700,2,2019-02-14,10,14,2,0.0,0.0
BatchId_497,AccountId_4840,SubscriptionId_3829,CustomerId_4654,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-14.0,14,2,2019-02-14,10,14,2,-28.0,-2.0
BatchId_32986,AccountId_3300,SubscriptionId_2701,CustomerId_3730,ProviderId_6,ProductId_10,airtime,ChannelId_3,2000.0,2000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_68262,AccountId_4840,SubscriptionId_3829,CustomerId_3730,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40.0,40,2,2019-02-14,10,14,2,-80.0,-2.0
BatchId_98614,AccountId_3909,SubscriptionId_2758,CustomerId_4355,ProviderId_6,ProductId_3,airtime,ChannelId_3,500.0,500,2,2019-02-14,10,14,2,0.0,0.0
BatchId_109029,AccountId_2252,SubscriptionId_3418,CustomerId_2664,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_122225,AccountId_4840,SubscriptionId_3829,CustomerId_4355,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25.0,25,2,2019-02-14,10,14,2,-50.0,-2.0
BatchId_6102,AccountId_4840,SubscriptionId_3829,CustomerId_4355,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000.0,1000,2,2019-02-14,10,14,2,-2000.0,-2.0
BatchId_133236,AccountId_4840,SubscriptionId_3829,CustomerId_2072,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_2527,AccountId_1955,SubscriptionId_4208,CustomerId_2349,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_11950,AccountId_4840,SubscriptionId_3829,CustomerId_2349,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_129016,AccountId_4722,SubscriptionId_2394,CustomerId_5189,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_86579,AccountId_1756,SubscriptionId_2479,CustomerId_2145,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_93205,AccountId_4840,SubscriptionId_3829,CustomerId_2145,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_114810,AccountId_2457,SubscriptionId_2428,CustomerId_2873,ProviderId_3,ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_117542,AccountId_568,SubscriptionId_1750,CustomerId_905,ProviderId_5,ProductId_10,airtime,ChannelId_3,2000.0,2000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_21908,AccountId_4840,SubscriptionId_3829,CustomerId_905,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40.0,40,2,2019-02-14,10,14,2,-80.0,-2.0
BatchId_8227,AccountId_568,SubscriptionId_1750,CustomerId_905,ProviderId_5,ProductId_3,airtime,ChannelId_3,1500.0,1500,4,2019-02-14,10,14,2,0.0,0.0
BatchId_4896,AccountId_4645,SubscriptionId_1700,CustomerId_5113,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000.0,10000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_32669,AccountId_4840,SubscriptionId_3829,CustomerId_5113,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-14,10,14,2,-400.0,-2.0
BatchId_65989,AccountId_3714,SubscriptionId_252,CustomerId_4156,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-14,10,14,2,0.0,0.0
BatchId_43936,AccountId_4840,SubscriptionId_3829,CustomerId_4156,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-14,10,14,2,-100.0,-2.0
BatchId_119643,AccountId_4404,SubscriptionId_2897,CustomerId_4861,ProviderId_5,ProductId_3,airtime,ChannelId_3,3000.0,3000,4,2019-02-14,10,14,2,0.0,0.0
BatchId_7046,AccountId_4840,SubscriptionId_3829,CustomerId_905,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-75.0,75,2,2019-02-14,10,14,2,-150.0,-2.0
BatchId_133272,AccountId_4840,SubscriptionId_3829,CustomerId_4861,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-150.0,150,2,2019-02-14,10,14,2,-300.0,-2.0
BatchId_49707,AccountId_1830,SubscriptionId_3578,CustomerId_2221,ProviderId_3,ProductId_15,financial_services,ChannelId_3,11200.0,11200,2,2019-02-14,10,14,2,0.0,0.0
BatchId_48447,AccountId_4841,SubscriptionId_3829,CustomerId_1191,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
BatchId_45923,AccountId_4841,SubscriptionId_3829,CustomerId_2072,ProviderId_4,ProductId_6,financial_services,ChannelId_3,-5000.0,5000,2,2019-02-14,10,14,2,-10000.0,-2.0
